steps: 1000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

X+(X/X)*X || 7 || 0.832153856754303 || 0 || 5.6762566566467285 || True || None
X+exp(X/X) || 7 || 0.7260145545005798 || 0.832153856754303 || 5.657527446746826 || True || None
X-exp(X/X) || 11 || 1.2221218347549438 || 1.1428098678588867 || 5.6330647468566895 || True || None
X-(X/X)*X || 11 || 0.8977267146110535 || 1.4930975437164307 || 5.737308979034424 || True || None
X-exp(X/X) || 2 || 0.43953844904899597 || 1.7886064052581787 || 5.985808372497559 || False || None
X-(X/X)*X || 1 || 0.35268884897232056 || 1.895490050315857 || 5.979786396026611 || False || None
X-exp(X/X) || 7 || 0.8239295482635498 || 1.8563246726989746 || 5.913863658905029 || False || None
X-exp(log(X)/X) || 1 || 0.4157354533672333 || 1.9337220191955566 || 6.128395080566406 || True || None
X-exp(X/X) || 1 || 0.27041271328926086 || 1.8801831007003784 || 6.072250843048096 || False || None
X-exp(log(X)/X) || 2 || 0.5307198166847229 || 1.9517858028411865 || 6.107431411743164 || False || None
X+exp(log(X)/X) || 14 || 1.0580604076385498 || 1.933883786201477 || 6.182000160217285 || True || None
X+exp(log(X/X)/X) || 0 || 0.2893211841583252 || 2.1658072471618652 || 6.45570182800293 || True || None
X+exp(cos(X/X)/X) || 0 || 0.36023831367492676 || 2.164818525314331 || 6.419829845428467 || True || None
X+exp(log(X/X)/X) || 0 || 0.2147495150566101 || 2.2038888931274414 || 6.505725383758545 || False || None
X+exp(cos(X/X)/X) || 1 || 0.32540979981422424 || 2.242567539215088 || 6.516941547393799 || False || None
X+exp(log(X/X)/X) || 0 || 0.25696778297424316 || 2.224827527999878 || 6.543554306030273 || False || None
X+exp(cos(X/X)/X) || 7 || 0.8195127844810486 || 2.2297327518463135 || 6.56032657623291 || False || None
X+exp(log(X/X)/X) || 1 || 0.374705046415329 || 2.2656478881835938 || 6.423195838928223 || False || None
X+exp((X/X)^2/X) || 0 || 0.316928893327713 || 2.324212074279785 || 6.398726463317871 || True || None
X+exp(cos(X/X)/X) || 0 || 0.31931865215301514 || 2.418980598449707 || 6.442636013031006 || False || None
X+exp(log(X/X)/X) || 0 || 0.2747747004032135 || 2.386784315109253 || 6.481485366821289 || False || None
X+exp(cos(X/X)/X) || 25 || 1.39437997341156 || 2.3425142765045166 || 6.479665756225586 || False || None
X+(cos(X/X)/X)*X || 7 || 1.053267002105713 || 2.7201249599456787 || 6.7423882484436035 || True || None
X+exp(cos(X/X)/X) || 0 || 0.2664283812046051 || 3.1461803913116455 || 7.086130142211914 || False || None
X+(cos(X/X)/X)*X || 8 || 0.7253057360649109 || 3.18318247795105 || 7.0750226974487305 || False || None
X+(cos(X^2)/X)*X || 0 || 0.3095247745513916 || 3.3829455375671387 || 7.041860580444336 || True || None
X+(cos(X/X)/X)*X || 1 || 0.4392441213130951 || 3.3584320545196533 || 6.96423864364624 || False || None
X+(cos(X/X))^2*X || 0 || 0.28255337476730347 || 3.4462413787841797 || 7.0511698722839355 || True || None
X+(cos(X/X)/X)*X || 1 || 0.32240426540374756 || 3.45462703704834 || 7.059121608734131 || False || None
X+(cos(X^2)/X)*X || 0 || 0.19906650483608246 || 3.5343306064605713 || 7.16998291015625 || False || None
X+(cos(X/X)/X)*X || 0 || 0.22935150563716888 || 3.5093536376953125 || 7.128893852233887 || False || None
X+(cos(X^2)/X)*X || 0 || 0.34072574973106384 || 3.512784481048584 || 7.115085601806641 || False || None
X+(cos(X/X))^2*X || 0 || 0.32061147689819336 || 3.4956533908843994 || 7.067914009094238 || False || None
X+(cos(X^2))^2*X || 0 || 0.3240887224674225 || 3.589878797531128 || 7.1168212890625 || True || None
X+(cos(X/X)/X)*X || 3 || 0.497463583946228 || 3.5152649879455566 || 7.0872297286987305 || False || None
X+(cos(X/X))^2*X || 1 || 0.40755951404571533 || 3.578348398208618 || 7.11801815032959 || False || None
X+(cos(X/X)/X)*X || 1 || 0.3842567205429077 || 3.614506483078003 || 7.145842552185059 || False || None
X+((X/X)^2/X)*X || 2 || 0.5833258628845215 || 3.5400755405426025 || 7.172577381134033 || True || None
X+((X^2)^2/X)*X || 0 || 0.3030198812484741 || 3.633937358856201 || 7.251604080200195 || True || None
X+((X/X)^2/X)*X || 6 || 0.84339439868927 || 3.7083680629730225 || 7.334647178649902 || False || None
X+(cos(X/X)/X)*X || 0 || 0.2975238561630249 || 3.521765947341919 || 7.180717468261719 || False || None
X+((X/X)^2/X)*X || 4 || 0.6427062749862671 || 3.4790666103363037 || 7.162960529327393 || False || None
X+(((X/X)/X)/X)*X || 1 || 0.3325307369232178 || 3.3794124126434326 || 7.106437683105469 || True || None
X+((X^2/X)/X)*X || 0 || 0.2902086079120636 || 3.5321831703186035 || 7.1688361167907715 || True || None
X+(((X/X)/X)/X)*X || 3 || 0.5659589767456055 || 3.4641494750976562 || 7.048512935638428 || False || None
X+(((X/X)*X)/X)*X || 6 || 0.7998894453048706 || 3.6296796798706055 || 7.148904800415039 || True || None
X+((X^2*X)/X)*X || 0 || 0.3648524284362793 || 3.86779522895813 || 7.2095136642456055 || True || None
X+((X^2/X)/X)*X || 0 || 0.3008533716201782 || 3.9168214797973633 || 7.211802005767822 || False || None
X+(cos(X/X)/X)*X || 0 || 0.26803073287010193 || 3.89662766456604 || 7.269067287445068 || False || None
X+(cos(X^2)/X)*X || 0 || 0.3022232949733734 || 3.817375898361206 || 7.188983917236328 || False || None
X+(cos(X^2)*X)*X || 1 || 0.368386447429657 || 3.857952356338501 || 7.1431684494018555 || True || None
X+(cos((X/X)^2)*X)*X || 0 || 0.2599961459636688 || 3.8562018871307373 || 7.214474201202393 || True || None
X+(cos((X/X)^2)/X)*X || 2 || 0.5127187371253967 || 3.803410530090332 || 7.18065071105957 || True || None
X+(cos((X/X)^2)*X)*X || 3 || 0.5281519889831543 || 3.9029700756073 || 7.446573257446289 || False || None
X+(cos((X/X)^2))^5*X || 1 || 0.3758344352245331 || 3.8364038467407227 || 7.4617743492126465 || True || None
X+(cos((X/X)^2)*X)*X || 0 || 0.2641584575176239 || 3.8240818977355957 || 7.386473655700684 || False || None
