steps: 10000
rand_range: (-0.05, 0.05)


Expression || Steps without change || Distance to next change || Distance since start || Norm || Is Unique || Coordinates

(((X*X)/X^2)*(X/X)^3)/cos(X*X) || 3 || 0.49878421425819397 || 0 || 5.30369234085083 || True || None
((X/X^2)*X^3)/cos((X/X)*X) || 1 || 0.3803430497646332 || 0.49878421425819397 || 5.2927680015563965 || True || None
((X/X)*X^3)/cos((X/X)*X) || 0 || 0.3161676526069641 || 0.7029401659965515 || 5.173806190490723 || True || None
(X/X^2)*(X/X)^3-cos((X/X)*X) || 0 || 0.31554004549980164 || 0.7823240160942078 || 5.190891265869141 || True || None
(X/X)*X^3-cos((X/X)*X) || 1 || 0.3577999472618103 || 0.9140533208847046 || 5.278648376464844 || True || None
(X/X)*X^3-log((X/X)*X) || 2 || 0.4848991632461548 || 0.9809656143188477 || 5.297996997833252 || True || None
((X/X)*(X/X)^3)/cos((X/X)*X) || 0 || 0.24770599603652954 || 1.083340048789978 || 5.396853923797607 || True || None
(X/X)*X^3-((X/X)*X)^4 || 0 || 0.21983741223812103 || 1.0196101665496826 || 5.36283540725708 || True || None
(X/X)*X^3-log(((X*X)/X)*X) || 0 || 0.3029194176197052 || 1.0586268901824951 || 5.323975086212158 || True || None
((X/X)*X^3)/cos((X/X)*X) || 0 || 0.29268336296081543 || 1.0327503681182861 || 5.308195114135742 || False || None
((X/X)*X^3)/(((X*X)/X)*X)^4 || 0 || 0.31724172830581665 || 1.141263723373413 || 5.365934371948242 || True || None
(X/X^2)*X^3-log(((X*X)/X)*X) || 0 || 0.3060285747051239 || 1.2550112009048462 || 5.392065048217773 || True || None
((X/X)*X^3)/log(((X*X)/X)*X) || 7 || 0.8794386386871338 || 1.2792394161224365 || 5.395059108734131 || True || None
(X/X)*X^3-log(((X*X)/X)*X) || 25 || 1.2052861452102661 || 1.5964043140411377 || 5.538426399230957 || False || None
(X/X)*(X/X)^3-log((X/X)*X) || 0 || 0.29945364594459534 || 1.9461829662322998 || 5.585426330566406 || True || None
(X/X)*(X/X)^3-((X/X)*X)^3 || 5 || 0.6900572180747986 || 1.969724178314209 || 5.66954231262207 || True || None
(X/X)*X^3-((X/X)*X)^3 || 5 || 0.6028221845626831 || 2.0575778484344482 || 5.600155353546143 || True || None
(X/X)*(X/X)^3-((X/X)*X)^3 || 0 || 0.32882973551750183 || 2.113693952560425 || 5.544175148010254 || False || None
(X/X)*X^3-((X/X)*X)^3 || 15 || 1.1865875720977783 || 2.1523497104644775 || 5.521061420440674 || False || None
(X/X)*(X/X)^3-((X/X)*X)/X || 0 || 0.2641465663909912 || 2.3020877838134766 || 5.294337749481201 || True || None
(X/X)*(X/X)^5-((X/X)*X)/X || 0 || 0.31987378001213074 || 2.3758962154388428 || 5.270040512084961 || True || None
(X/X)*X^3-((X/X)*X)/X || 4 || 0.5170902609825134 || 2.4479775428771973 || 5.307085990905762 || True || None
(X/X)*(X/X)^3-((X/X)*X)/X || 2 || 0.5954897999763489 || 2.3913426399230957 || 5.311344146728516 || False || None
(X/X)*(X/X)^3-((X/X)*X)^3 || 1 || 0.43171435594558716 || 2.411917209625244 || 5.297678470611572 || False || None
(X/X)*(X/X)^3-((X/X)*X)/X || 0 || 0.2721267640590668 || 2.4486329555511475 || 5.200266361236572 || False || None
(X/X)*(X/X)^3+((X/X)*X)/X || 0 || 0.2802765965461731 || 2.495074510574341 || 5.235312461853027 || True || None
(X/X)*(X/X)^3-((X/X)*X)/X || 0 || 0.30695149302482605 || 2.510984182357788 || 5.272179126739502 || False || None
(X/X)*(X/X)^3-(((X*X)/X)*X)/X || 0 || 0.29311540722846985 || 2.5367722511291504 || 5.3028059005737305 || True || None
(X/X)*(X/X)^5-(((X*X)/X)*X)^3 || 0 || 0.32711881399154663 || 2.479318141937256 || 5.350285530090332 || True || None
((X/X)*(X/X)^5)/((X/X)*X)^3 || 0 || 0.2744443118572235 || 2.442337989807129 || 5.408973217010498 || True || None
((X/X)*X^5)/(((X*X)/X)*X)^3 || 1 || 0.4171709716320038 || 2.521829128265381 || 5.381731033325195 || True || None
((X/X)*(X/X)^5)/(((X*X)/X)^5)^3 || 0 || 0.30030110478401184 || 2.5187199115753174 || 5.466883182525635 || True || None
((X/X)*X^5)/(((X*X)/X)*X)^3 || 0 || 0.25071752071380615 || 2.533877372741699 || 5.458105087280273 || False || None
((X/X)*X^5)/(((X*X)/X)^5)^3 || 1 || 0.43040090799331665 || 2.531425952911377 || 5.46677303314209 || True || None
((X/X)*X^5)/(((X*X)/X)*X)^3 || 1 || 0.4992009401321411 || 2.4630773067474365 || 5.53926944732666 || False || None
((X/X)*(X/X)^5)/(((X*X)/X)*X)^3 || 0 || 0.26905760169029236 || 2.3440613746643066 || 5.679303169250488 || True || None
((X/X)*(X/X)^3)/(((X*X)/X)*X)^3 || 0 || 0.27911949157714844 || 2.3766043186187744 || 5.721794605255127 || True || None
((X/X)*(X/X)^3)/log(((X*X)/X)*X) || 0 || 0.2797275185585022 || 2.385345697402954 || 5.761959075927734 || True || None
(X/X)*(X/X)^3-(((X*X)/X)*X)/X || 0 || 0.29197579622268677 || 2.3631224632263184 || 5.7124433517456055 || False || None
(X/X)*(X/X)^5-(((X*X)/X)*X)^3 || 0 || 0.31367331743240356 || 2.5344882011413574 || 5.8484296798706055 || False || None
(X/X)*(X/X)^5-(((X*X)/X)*X)/X || 0 || 0.29667070508003235 || 2.4744646549224854 || 5.804399490356445 || True || None
(X/X)*(X/X)^3-(((X*X)/X)*X)/X || 1 || 0.45047399401664734 || 2.4737181663513184 || 5.835636615753174 || False || None
(X/X)*X^3-(((X*X)/X)*X)/X || 4 || 0.6464524269104004 || 2.555063486099243 || 5.84770393371582 || True || None
X*X^3-((X*X)/X)^3/X || 0 || 0.3716491460800171 || 2.909111261367798 || 5.988170623779297 || True || None
(X/X)*X^3-((X*X)/X)^3/X || 0 || 0.2983367145061493 || 3.011688232421875 || 5.998290061950684 || True || None
X*(X/X)^5-(((X*X)/X)*X)/X || 0 || 0.313109815120697 || 3.1000559329986572 || 6.038218021392822 || True || None
X*X^5-((X*X)/X)^5/X || 4 || 0.5865569114685059 || 3.0987932682037354 || 6.019071578979492 || True || None
X*X^5-(((X*X)/X)*X)/X || 0 || 0.2343461960554123 || 3.0682945251464844 || 5.987077236175537 || True || None
X*(X/X)^5-(((X*X)/X)*X)/X || 1 || 0.3396832048892975 || 3.077134132385254 || 5.961118221282959 || False || None
X*(X/X)^5-((X*X)/X)^5/X || 0 || 0.304425984621048 || 3.1162943840026855 || 5.986868858337402 || True || None
(X/X)*X^5-((X*X)/X)^5/X || 0 || 0.2443317323923111 || 3.0734541416168213 || 5.87033224105835 || True || None
(X/X)*(X/X)^5-((X*X)/X)^3/X || 0 || 0.28136584162712097 || 3.122840642929077 || 5.857269287109375 || True || None
X*(X/X)^5-((X*X)/X)^3/X || 5 || 0.6630309224128723 || 3.134061336517334 || 5.835683345794678 || True || None
X*(X/X)^3-((X*X)/X)^3/X || 0 || 0.27648380398750305 || 3.0971763134002686 || 5.760902404785156 || True || None
X*(X/X)^5-((X*X)/X)^3/X || 0 || 0.24781078100204468 || 3.1376209259033203 || 5.765913486480713 || False || None
X*(X/X)^3-((X*X)/X)^3/X || 5 || 0.7028838992118835 || 3.1024749279022217 || 5.7293877601623535 || False || None
X*(X/X)^3-(((X*X)/X)*X)/X || 0 || 0.30495452880859375 || 3.1626009941101074 || 5.623213291168213 || True || None
X*(X/X)^3-((X*X)/X)^3/X || 2 || 0.47071513533592224 || 3.1927833557128906 || 5.670433044433594 || False || None
X*(X/X)^3-(X/X)^3/X || 0 || 0.26630541682243347 || 3.2497849464416504 || 5.586853981018066 || True || None
X*(X/X)^3-((X/X)*X)/X || 4 || 0.694214940071106 || 3.2320821285247803 || 5.630978107452393 || True || None
